gratis	adj:free|adv:free
quinto	n:fifth|adj:fifth
nono	n:ninth|adj:ninth
re-	?:back
bio-	?:bio-
penta-	?:penta-
lord	n:lord
bum	?:boom
alcohol	n:alcohol
contra-	?:contra-
extra-	?:extra-
hetero-	?:hetero-
homo-	?:homo-
descubrimiento	n:discovery
duda	n:doubt
memoria	n:memory
llegar	v:to be sufficient
trabajar	v:to work
trabajo	n:work
funcionar	v:to work
madrileño	adj:Madrilenian (of
inductor	n:inductor|adj:inducing
olla	n:pot
gasolina	n:petrol
lumi	n:slut
loma	n:a long hill or mountain
puzzle	n:jigsaw puzzle
sílaba	n:syllable
paparazzi	n:paparazzo
xavier	n:a male given name
coach	n:coach
runner	n:runner
cowboy	n:cowboy
kebab	n:kebab
shawarma	n:shawarma
feral	adj:feral
neo-	?:neo-
naso-	?:naso-
necro-	?:necro-
geo-	?:geo-
biblio-	?:biblio-
aero-	?:aero-
astro-	?:astro-
an-	?:an-
whisky	n:whisky|?:cheese
baliza	n:buoy
balizas	n:side lights
match	n:game
zum	n:rare spelling of zoom
nano	n:man
peta	n:turtle
fame	n:hunger
beagle	n:beagle
de-	?:de-
di-	?:di-
dis-	?:dis-
cali	n:Cali
tesoro	n:treasure
dedo	n:finger
eco-	?:eco-
ecto-	?:ecto-
electro-	?:electro-
en-	?:en-
epi-	?:epi-
equi-	?:equal
endo-	?:end-/endo-
ento-	?:ento-
email	n:email
polaco	n:Catalan|adj:Polish
porno	n:porno|adj:porno
radical	n:radical|adj:radical
franco-	?:Franco-
gastro-	?:gastro-
genito-	?:genito-
toga	n:toga|v:only used in se toga
ex-	?:ex-
fresa	n:strawberry|adj:someone seen as snobby
zodiac	n:rubber dinghy
zodíaco	n:zodiac
mesto	adj:mixed
profeta	n:prophet
marimba	n:marimba
tornado	n:tornado
gamer	n:gamer
gameplay	n:gameplay
novel	n:newbie|adj:novel
casi	adv:almost
padre	n:father|adj:cool|?:Father
palazzo	n:palazzo
bypass	n:bypass
pasta	n:pasta
pasto	n:pasture
pavimento	n:road surface (British)
principio	n:principle
tsunami	n:tsunami
yuki	n:Yuki|adj:Yuki
pro	n:usefulness|adj:pro|prep:pro
che	n:name of the digraph Ch/ch|?:hey
sustantivo	n:noun|adj:substantive
banca	n:small bench
domo	n:dome
yakuza	n:yakuza
liliana	n:a female given name
moderato	n:moderato|adv:moderato
arco	n:bow
crescendo	n:crescendo
umami	n:umami
moral	n:morals|adj:moral
ablativo	n:ablative|adj:ablative
italia	n:Italy
martha	n:a female given name
smart	adj:smart
abundar	v:to satisfy
abusar	v:to get clever
abusivo	adj:abusive
abuso	n:abuse
pulga	n:flea (a small
cupido	n:cupid
fideo	n:noodle
media	n:half
visceral	adj:visceral
decimal	adj:decimal
hexadecimal	n:hexadecimal|adj:hexadecimal
filial	n:subsidiary|adj:filial
bonus	n:bonus
accidente	n:accident
ocho	n:eight
cuatro	n:four
acerbo	adj:acerbic
bondi	n:Bondi
fin	n:end
ocarina	n:ocarina
nueve	n:nine
actuarial	adj:actuarial
dental	adj:dental
mesa	n:table
off	adj:off-screen
adagio	n:adagio|adv:adagio
adaptar	v:to suit
diez	n:ten
segundo	n:second|adj:second
seis	n:six
sub	prep:under
gato	n:cat
admirar	v:to be admirable
adorar	v:to worship
egipto	n:Egypt
vez	n:time
-io	?:-ium
bienvenido	n:a male given name|adj:welcome|?:welcome
palabra	n:word
adrenal	adj:adrenal
adulto	n:adult|adj:adult
velocidad	n:speed
super	adj:very
cállate	?:shut up!
adverbial	adj:adverbial
aeroplano	n:aeroplane
tenor	n:tenor
alto	n:height|adj:tall|adv:up
soprano	n:soprano
contralto	n:contralto
sobre	n:envelope|prep:over
caos	n:chaos
like	n:like
húngaro	n:a Hungarian|adj:Hungarian
hijo	n:son
hija	n:daughter
hijos	n:sons, children
palíndromo	n:palindrome
clave	n:key|adj:key
catalán	n:Catalan|adj:Catalan
agitar	v:to wave
agradar	v:to please
agricultura	n:agriculture
agro	n:field
ala	n:wing
vale	n:a voucher|?:okay
dale	?:OK
chaqueta	n:jacket
kit	n:kit
alpes	n:Alps
reboot	n:reboot
vulgar	adj:vulgar
gata	n:carjack
jade	n:jade
gong	n:gong
data	n:date
placenta	n:placenta
madame	n:madam
minnesota	n:Minnesota
chambre	n:gossip.
compartimiento	n:compartment
cámara	n:room
disfrutar	v:to enjoy
rubia	n:blonde
bicameral	adj:bicameral
alba	n:dawn
albatros	n:albatross
albo	adj:white
nuevo	n:a surname|adj:new
emperador	n:emperor
bizarro	adj:dashing
tierra	n:land
albino	adj:albino
chart	n:chart
catapulta	n:catapult
okinawa	n:Okinawa
cantor	n:singer|adj:singing
listo	adj:clever|?:get set!
lista	n:list
avellano	n:hazel tree
pirata	n:pirate
latine	adj:Latin American
gente	n:people
mono	n:monkey|adj:cute
kentucky	n:Kentucky
teacher	n:a teacher of English
por	prep:by|?:why do you ask?
para	prep:for
bravo	n:a surname|adj:angry|?:well done!
bello	n:a surname|adj:beautiful
vice	n:vice
ego	n:ego
origami	n:origami
web	n:web
ergo	?:ergo
royal	n:royal
ducal	adj:ducal
papal	adj:papal
flan	n:flan
jerez	n:sherry
ira	n:anger
perineal	adj:perineal
frankenstein	n:a surname from German
lab	n:lab
performer	n:performer
fax	n:fax
virus	n:virus
metro	n:meter
tour	n:tour
default	n:default
ababa	n:a female given name
abad	n:abbot
abra	n:small bay
aba	?:caution!
abner	n:Abner
jab	n:jab
les	?:to them, for them
muñeca	n:wrist
porta	n:porthole
prognosis	n:prognosis
breve	adj:brief
longa	n:longa
fajita	n:fajita
falafel	n:falafel
byte	n:byte
poro	n:pore
consigo	adv:with himself
texas	n:Texas
bacon	n:bacon
magnate	n:magnate
nirvana	n:nirvana
pues	?:so
entonces	adv:then
kibbutz	n:kibbutz
coro	n:choir
droga	n:drug
pif	?:synonym of paf
aire	n:air|?:get out
premiere	n:premiere
peloso	adj:hairy
reservar	v:to be reserved
pelo	n:hair
bu	?:boo!
su	?:apocopic form of suyo his
le	?:to him
press	n:press
hooligan	n:hooligan
folle	v:(“to fuck”):
roux	n:roux
hardcore	n:hardcore|adj:hardcore
mona	n:drunkenness
pancreatitis	n:pancreatitis
globular	adj:globular
tumor	n:tumor
lis	n:lily
clan	n:clan
tora	n:leatherback
monitor	n:monitor
mar	n:sea
everest	n:Everest
parkour	n:parkour
loa	n:praise
pronto	adj:prompt|adv:soon
idiota	n:idiot|adj:idiotic
tata	n:daddy
nauta	n:seaman
-cida	?:-cide
filia	n:philia
abierto	n:open|adj:open
cerumen	n:earwax
génova	n:a street in Madrid
heme	?:here I am
trans	n:a trans person|adj:transgender
hora	n:hour
vagina	n:vagina
transversal	n:transversal|adj:transversal
tren	n:train
occidental	n:westerner|adj:western
ejemplo	n:example
pack	n:pack
page	n:page
paternal	adj:paternal
maternal	adj:maternal
par	n:pair|adj:even
performance	n:performance art
personal	n:personnel|adj:personal
pique	n:spade
taxi	n:taxi
quite	n:the action of removal
año	n:year
mes	n:month
maestro	n:master|adj:master
hormiga	n:ant
adam	n:biblical figure
paste	n:pasty
ma	n:mum
clown	n:clown
azote	n:whip
azalea	n:azalea
ay	?:ah!
aye	n:whine
ayuntamiento	n:city council
axial	adj:axial
ave	n:bird|?:hello
avena	n:oat
avifauna	n:avifauna
aviso	n:warning
menú	n:menu
gentleman	n:British gentleman
geek	n:geek
golf	n:golf
culo	n:ass|adj:cowardly
va	?:okay
fome	adj:boring
jazz	n:jazz
levantar	v:to get up
mentir	v:to lie
nome	n:name
dossier	n:dossier
rey	n:king
sauna	n:sauna
morgue	n:morgue
vara	n:rod
mates	n:maths
corno	n:horn
colombo	n:Colombo
frigo	n:fridge
pal	?:for
cica	n:money bag
japonés	n:a Japanese person|adj:of Japan
japón	n:Japan|adj:Japanese
con-	?:with
noodle	n:noodle
mat	n:mat
cave	n:potato harvesting
caverna	n:cavern
joystick	n:joystick
silo	n:silo
antisemita	n:anti-Semite|adj:anti-Semitic
enigma	n:enigma
saga	n:saga
auriga	n:charioteer
hippy	n:hippie
brie	n:brie
medieval	adj:medieval
triste	adj:sad
david	n:David
des	prep:since
veda	n:prohibition
bro	n:bro
bilabial	n:bilabial|adj:bilabial
hermano	n:brother
marsupial	n:marsupial|adj:marsupial
pre-	?:pre-
sorbitol	n:sorbitol
bulldog	n:bulldog
sentir	n:feeling|v:to feel
-ible	?:-ible
langosta	n:lobster
latín	n:Latin
fang	n:Fang
fez	n:fez
cappuccino	n:cappuccino
pinta	n:look
pastoral	n:pastoral|adj:pastoral
chinchilla	n:chinchilla
celsius	n:Celsius
nutria	n:otter
paca	n:bale
grave	adj:serious
favor	n:favor/favour
za	?:scat
disco	n:club
clava	n:club
puerperal	adj:puerperal
jacob	n:Jacob
primate	n:primate
lima	n:lime
twist	n:twist
toy	v:apheretic form of estoy
integral	n:integral|adj:integral
costa	n:coast
hope	v:only used in me hope
inter-	?:inter-
intra-	?:intra-
ritual	n:rite|adj:ritual
pamplona	n:Pamplona
foam	n:synthetic foam
brownie	n:brownie
normal	adj:normal
snorkel	n:snorkel
tubo	n:tube
medusa	n:Medusa
feeling	n:feeling
parenteral	adj:parenteral
intramuscular	adj:intramuscular
bolso	n:purse
bolsillo	n:pocket
vergüenza	n:shame
lámina	n:sheet (of metal)
pulgar	n:thumb
loba	n:a she-wolf
abandonado	adj:abandoned
labiodental	n:labiodental consonant|adj:labiodental
velar	v:to be vigilant|adj:velar
palatal	n:palatal|adj:palatal
petra	n:Myrceugenia exsucca
cerdo	n:pig|adj:dirty
porco	n:pig
espinilla	n:shinbone
férreo	adj:iron
touchdown	n:touchdown
blogger	n:blogger
madre	n:mother
bahía	n:bay
bay	?:bye
factual	adj:factual
lipstick	n:lipstick
kickboxing	n:kickboxing
ç	?:C with cedilla
fresco	n:strong breeze|adj:fresh
pere	?:wait
rack	n:rack
tabor	n:a small battalion
plot	n:plot
cereal	n:cereal
seco	adj:dry
temporal	n:storm|adj:temporal
tifón	n:typhoon
puerta	n:door
despertador	n:alarm clock
guagua	n:a trivial thing
pesado	n:pest|adj:heavy in weight
mortal	adj:deadly
terror	n:terror
pote	n:pot
ojo	n:eye|?:look! watch out!
mirar	v:to look at
máscara	n:mask
pus	n:pus
autor	n:author
mosca	n:fly
puente	n:long weekend
moneda	n:coin
patrilineal	adj:patrilineal
underground	n:underground
wey	n:chump
mandar	v:to order
enviar	v:to send
tonto	n:a fool|adj:stupid
abogado	n:lawyer
paya	n:non-gypsy
alar	n:eaves|adj:alar
misa	n:mass
jalapeño	n:jalapeño|adj:of
cultivar	n:cultivar|v:to cultivate
-al	?:indicates relation
editor	n:editor
matar	v:to be killed
fantasma	n:ghost
screenshot	n:screenshot
material	n:material|adj:material
chimenea	n:chimney
hogar	n:home
foyer	n:foyer
racismo	n:racism
buscar	v:to look up
dictador	n:dictator
gema	n:gem
geta	n:geta
cuchilla	n:knife
cuchillo	n:knife
record	n:record
col	n:cabbage
gitano	n:Gypsy|adj:Gypsy
azul	n:blue|adj:blue
pitillo	n:drinking straw
popote	n:drinking straw
desastre	n:disaster
aurora	n:aurora
wrap	n:wrap
rap	n:rap
placer	n:pleasure|v:to like
visor	n:visor
rojo	n:red|adj:red
probable	adj:probable
rickshaw	n:rickshaw
kamikaze	n:kamikaze
lingual	adj:lingual
pala	n:shovel
tala	n:felling
laya	n:type
lambada	n:lambada
rumba	n:party
delgado	n:a surname|adj:thin
gordo	n:fat man|adj:fat
target	n:target
divisa	n:foreign currency
pectoral	adj:pectoral
loro	n:parrot
roberto	n:a male given name
transfer	n:transfer
res	n:bovine animal
espada	n:spade
prosa	n:prose
labrador	n:a surname
quark	n:quark
mix	n:mix
prana	n:prana
ion	n:ion
considerable	adj:considerable
stress	n:stress
apoptosis	n:apoptosis
pampa	n:pampas
dingo	n:dingo
forex	n:forex
-oso	?:-ous
clima	n:climate
enteritis	n:enteritis
ñandú	n:American ostrich
ñuñoa	n:Ñuñoa
gloria	n:glory
saltamontes	n:grasshopper
funk	n:funk
nana	n:nanny
parka	n:parka
toledo	n:toilet
primer	adj:apocopic form of primero
lance	n:launch
nasal	n:nasal|adj:nasal
fusil	n:rifle
resort	n:resort
polo	n:pole
pela	n:hit
sacapuntas	n:pencil sharpener
sacar	v:to get out
punta	n:tip
saltar	v:to miss
rascacielos	n:skyscraper
rascar	v:to get drunk
cielo	n:sky
parar	v:see pararlas
parabrisas	n:windscreen
brisa	n:breeze
anteojos	n:glasses
pensar	v:to think
cannabis	n:cannabis
principal	n:chief|adj:main
hera	n:Hera
leu	n:leu
lego	n:layman|adj:ignorant
yen	n:yen
freeware	n:freeware
corset	n:corset
mantra	n:mantra
blackout	n:blackout
serpiente	n:snake
enano	n:dwarf|adj:dwarf
pastor	n:shepherd
delegar	v:to delegate
malaria	n:malaria
lag	n:lag
miserable	adj:miserable
cyborg	n:cyborg
relax	n:relaxation
marketing	n:marketing
flexible	adj:flexible
slender	adj:slender
mamba	n:mamba
delivery	n:home delivery
sino	n:destiny|?:but (rather)
trader	n:trader
prior	n:prior
hall	n:hall
inferior	adj:inferior
superior	n:boss|adj:upper
circular	n:flyer|v:to go round|adj:circular
lateral	n:lateral|adj:lateral
rural	n:station wagon (US|adj:rural
perder	v:to be losing
ganar	v:to win
usual	adj:usual
logical	adj:logical
eureka	?:eureka
kuna	n:kuna
circa	prep:circa
queso	n:cheese
quesillo	n:any soft
triple	n:triple|adj:triple
panel	n:panel
spyware	n:spyware
adware	n:adware
virtuoso	n:virtuous person|adj:virtuous
cena	n:supper
cenar	v:to dine
distrito	n:district
ostensible	adj:ostensible
alcatraz	n:gannet
desdeñar	v:to disdain
detestar	v:to detest
despreciar	v:to despise
odiar	v:to hate
algo	adv:rather|?:something
semen	n:semen
muy	adv:apocopic form of mucho
blitz	n:blitz
bonsai	n:bonsai
geisha	n:geisha
guano	n:guano
sinónimo	n:synonym|adj:synonymous
mosquitero	n:mosquito net
luxemburgués	n:Luxembourgish|adj:Luxembourgish
rider	n:rider
tasca	n:bar
embolsar	v:to bag
biblia	n:the Bible
desenfrenado	adj:unbridled
frenar	v:to brake
freno	n:brake
coz	n:kick
hentai	n:hentai
imam	n:imam
offshore	n:offshore|adj:offshore
europa	n:Europe
primera	n:first gear
encuesta	n:poll
gola	n:throat
garganta	n:throat
limón	n:lemon
limar	v:to file
blunt	n:blunt
jo	?:stop
quid	n:gist
canopy	n:zipline
utility	n:utility
salvo	adj:safe|adv:except|?:unless
cumpleaños	n:birthday
cumplir	v:to be served
satisfacer	v:to satisfy
dancing	n:dancehall
walter	n:a male given name
wari	n:Wari|adj:Wari
puro	n:cigar|adj:pure|adv:only
amo	n:master
paro	n:stagnation
emo	n:emo
rugby	n:rugby
bonaerense	adj:of
porteño	n:Porteño
corgi	n:corgi
hombre	n:man|?:man!
pila	n:small battery
antimonio	n:antimony
cunnilingus	n:cunnilingus
coreano	n:Korean|adj:Korean
pilar	n:pillar|v:to pound
adobe	n:adobe
agave	n:agave
alga	n:alga
amino	n:amino|adj:amino
amir	n:rare form of emir
antes	adv:earlier|prep:before (earlier than)
aorta	n:aorta
argot	n:slang
arroyo	n:stream
atonal	adj:atonal
augur	n:augur
babel	n:Babel
balsa	n:raft
basal	adj:basal
bate	n:bat
bey	n:bey
biota	n:biota
boa	n:boa
bode	n:goat buck
bolo	n:bowling pin|adj:drunk
bonito	n:tuna|adj:pretty
cache	n:temporary storage
canto	n:singing
capo	n:gangster
chic	n:chic|adj:chic
coca	n:coca
cole	n:school
colza	n:canola
corona	n:crown
balboa	n:balboa
bebop	n:bebop
curia	n:curia
distal	adj:distal
dote	n:dowry
eider	n:eider
enol	n:enol
ere	v:apocopic form of eres
erg	n:erg
eros	n:eros
faro	n:lighthouse
fedora	n:fedora
fetal	adj:fetal
focal	adj:focal
fray	n:friar
gala	n:gala
galena	n:galena
gaur	n:gaur
haiku	n:haiku
hoy	adv:today
hub	n:hub
hubris	n:hubris
humus	n:hummus
ibis	n:ibis
iris	n:iris
junco	n:reed
junta	n:board
kabuki	n:kabuki|adj:kabuki
kudo	n:kudo
labial	n:labial|adj:lip
lar	n:hearth
lavabo	n:bathroom sink
lea	n:Leah
macho	n:male|adj:male
magma	n:magma
mambo	n:mambo
medial	adj:medial
mica	n:mica
mir	n:resident
mitral	adj:mitral
mod	n:mod|adj:mod
mucosa	n:mucous membrane
nave	n:ship
neural	adj:neural
nodal	adj:nodal
nones	adv:absolutely not
oboe	n:oboe
orate	n:a crazy person
palier	n:shaft
pica	n:pike
playa	n:beach
pleura	n:pleura
popper	n:popper
pueblo	n:town
renal	adj:renal
romano	adj:Roman
rondo	n:rondo
rotor	n:rotor
rumen	n:rumen
salina	n:salt pan
samba	n:samba
sen	n:senna
sial	n:sial
sima	n:abyss
sisal	n:sisal
skeet	n:skeet
soma	n:soma
tapa	n:lid
tapir	n:tapir
tas	n:small anvil|v:apheretic form of estás
tensor	n:tensor|adj:tensing
tibia	n:tibia
tic	n:tic
troika	n:troika
umbra	n:shade
uremia	n:uremia
vamp	n:vamp
wadi	n:wadi
widget	n:widget
zaire	n:synonym of Congo
celebrity	n:celebrity
asexual	n:asexual|adj:asexual
bait	n:bait
banner	n:banner
blazer	n:blazer
bonanza	n:lull
breaker	n:breaker
calibre	n:calibre
chef	n:chef
chute	n:shot|adj:meddlesome
clamor	n:a clamor
crucial	adj:crucial
debacle	n:debacle
diabetes	n:diabetes
embargo	n:embargo
enlace	n:link
exigible	adj:exigible
extra	n:extra|adj:additional
fascia	n:fascia
fatal	adj:fatal|adv:very badly
fauna	n:fauna
fellow	n:fellow
flap	n:flap
fundamental	adj:fundamental
gang	n:gang
gap	n:gap
glitter	n:glitter
hater	n:hater
inalienable	adj:inalienable
indubitable	adj:indubitable
irascible	adj:irascible
irreversible	adj:irreversible
mall	n:mall
meiosis	n:meiosis
melodrama	n:melodrama
triceps	n:triceps
notebook	n:notebook computer
pend	n:dumbass
plausible	adj:plausible
prenatal	adj:prenatal
punk	n:punk
raid	n:raid
rally	n:rally
rapper	n:rapper
rave	n:rave
recital	n:recital
relieve	n:relief
revival	n:revival
saliva	n:saliva
scout	n:scout
siesta	n:siesta (a nap
skate	n:skating
slap	n:flip-flop
snap	n:snap
squirt	n:an act of squirting
stent	n:stent
stout	n:stout
suite	n:suite
thane	n:thane
track	n:track
troll	n:fantasy
verbena	n:verbena (Verbena
vestal	n:vestal|adj:vestal
valor	n:value
amnesia	n:amnesia
feudal	adj:feudal
formal	adj:formal
funda	n:a case
huancayo	n:a province of Junín
capote	n:cloak
cis	adj:cis
mai	n:mother
viral	adj:viral
smoothie	n:smoothie
offside	n:an offside position
auricular	n:handset|adj:ear
pipi	n:louse
colonia	n:colony
babi	n:smock
trip	n:trip
pretender	v:to pretend
motel	n:motel
macaco	n:macaque|adj:ugly
copyleft	n:copyleft
anomia	n:anomie
clip	n:paper clip
milf	n:MILF
hoodie	n:hoodie
burger	n:burger joint
abigeato	n:abigeat
bruja	n:witch
mantilla	n:mantilla
extensible	adj:extensible
bingo	n:bingo
continental	adj:continental
honor	n:honor
quiche	n:quiche
mineral	n:mineral|adj:mineral
frugal	adj:frugal
quantum	n:quantum
crunch	n:crunch
repente	n:attack
iguana	n:iguana
vietnamita	n:Vietnamese|adj:Vietnamese
todo	?:all
squat	n:squat
webcast	n:webcast
blues	n:blues
mini-	?:mini-
cookie	n:cookie
adelantado	n:a governor of a province|adj:ahead of one's time
a4	adv:doggy style
garbanzo	n:chickpea
hipocresía	n:hypocrisy
laguna	n:lagoon
sepultura	n:grave
donut	n:donut, doughnut
tip	n:tip
nova	n:nova
supernova	n:supernova
progenitor	n:progenitor
benefactor	n:benefactor
hades	n:Hades
vav	n:vav
ares	n:Ares
dios	n:god
mato	n:bushes
boliviano	n:Bolivian|adj:Bolivian
oklahoma	n:Oklahoma
jean	n:jeans
eh	?:hey!
karaoke	n:karaoke
gospel	n:gospel music
lucifer	n:Lucifer
diablo	n:devil
trigo	n:wheat
maíz	n:corn
harina	n:flour
racial	adj:racial
borra	n:young female sheep
onda	n:wave
adjetivo	n:adjective|adj:adjectival
agnosia	n:agnosia
tai	n:Tai
grecia	n:Greece
nido	n:nest
finito	adj:finite
sacro	n:sacrum|adj:sacred
mud	n:Democratic Unity Roundtable
gigabyte	n:gigabyte
paz	n:peace
ahondar	v:to deepen
profundizar	v:to deepen
hueco	n:hole|adj:hollow
mujer	n:woman
ratón	n:mouse
cadáver	n:cadaver
cholo	n:mestizo|adj:uncultured
mestizo	adj:of mixed
jessica	n:a female given name
chutney	n:chutney
surf	n:surfing
camión	n:lorry (UK)
cuadrado	n:square|adj:square
gamba	n:shrimp
mente	n:mind
sala	n:room
popular	adj:popular
qui	?:who
marinero	n:sailor|adj:sailor
surfing	n:surfing
siria	n:Syria
ente	n:being
indivisible	adj:indivisible
inseparable	n:lovebird|adj:inseparable
neutral	adj:neutral
neutrino	n:neutrino
neko	n:catgirl
blanco	n:white|adj:white
ketchup	n:ketchup
marital	adj:marital
infomercial	n:infomercial
brunch	n:brunch
pedestal	n:pedestal
barbie	n:Barbie
firma	n:signature
preceptor	n:preceptor
biker	n:biker
chronos	n:Chronos
oda	n:ode
aló	?:hello
cana	n:white or gray hair
diverso	adj:diverse
poli	n:cop|adj:polyamorous.
nostalgia	n:nostalgia
sensual	adj:sensual
jungle	n:jungle
ley	n:law
xeno-	?:xeno-
atelier	n:atelier
detractor	n:detractor
antónimo	n:antonym|adj:antonymous
reina	n:queen
gibraltar	n:Gibraltar (a peninsula
iberia	n:Iberia
dildo	n:dildo
calendario	n:calendar
torpedo	n:torpedo
fungible	adj:fungible
shiitake	n:shiitake
director	n:director
navidad	n:Nativity
inexorable	adj:inexorable
apartheid	n:apartheid
natividad	n:nativity or birth
castellano	n:Castilian Spanish|adj:Castilian (of
tomboy	n:tomboy
factorial	n:factorial|adj:factorial
alfabeto	n:alphabet|adj:literate
amorfo	adj:amorphous
tromba	n:whirlwind
causa	n:cause
jeans	n:jeans
sushi	n:sushi
muro	n:wall
variante	n:variant|adj:varying
putsch	n:putsch
overol	n:overalls plural (not US)
francia	n:France
yoruba	n:Yoruba|adj:Yoruba
pito	n:whistle
entrar	v:to make a move
lanza	n:lance
fi	n:phi
malaya	?:damned
cordial	adj:cordial
tío	n:uncle (the brother
coco	n:coconut
denim	n:denim
fondant	n:fondant
barbecue	n:barbecue
ratio	n:ratio
quetzal	n:quetzal
cancel	n:storm door
río	n:river
enciclopedia	n:encyclopedia
rookie	n:rookie
sueco	n:a Swede|adj:Swedish
comida	n:food
alaska	n:Alaska
audible	adj:audible
locus	n:locus
noble	adj:noble
hum	?:synonym of uf
sip	?:yep
arizona	n:Arizona
charter	n:a shuttlebus
salami	n:salami
salame	n:salami|adj:foolish
stream	n:stream
inventor	n:inventor
débil	adj:weak
persona	n:person|v:only used in se persona
social	adj:social
cv	n:hp (horsepower)
motor	n:motor|adj:moving
cojón	n:testicle
reiki	n:reiki
pony	n:pony
elizabeth	n:a female given name
incentivar	v:to foster
viola	n:viola
meh	?:meh
dealer	n:dealer
plus	n:bonus
opening	n:opening sequence
contable	n:accountant|adj:countable
post	n:post
rumania	n:Romania
fashion	n:fashion|adj:fashionable
aroma	n:aroma
pesto	n:pesto
lunes	n:Monday
enero	n:January
abril	n:April
mayo	n:May
agosto	n:August
inspector	n:inspector
cargo	n:charge
pinball	n:pinball
hecho	n:fact|adj:done
yorkshire	n:Yorkshire
zigzag	n:zigzag
baro-	?:baro-
improbable	adj:improbable
ladino	n:a mestizo person|adj:astute
brujo	n:male witch
psoriasis	n:psoriasis
posterior	adj:posterior
informal	adj:informal
issue	n:issue
zodiaco	n:zodiac
zonzo	n:dumdum|adj:silly
iraquí	n:Iraqi|adj:Iraqi
irak	n:Iraq
wilson	n:a surname from English
particular	n:individual|adj:specific
apóstrofo	n:apostrophe
